,Price
2549,141284.894
1388,98718.31518
1581,182527.0627
2062,218158.7308
6487,513305.2882
2609,155929.0242
38,194319.3127
2952,129904.8224
3917,491609.262
2556,134865.951
3278,114899.8269
2686,197307.6923
6434,290095.1722
1057,270701.2685
5062,361257.3895
5964,353630.6431
1097,139123.0843
3752,509765.5037
1471,134130.7502
5340,600264.5963
3879,319230.5488
452,178009.8491
4921,443389.278
828,188982.5945
6550,290402.2247
2936,240955.9111
5315,455430.4253
722,195739.1771
6832,415443.2647
6582,380946.9295
2888,100954.0932
1595,132898.4481
5751,685483.3011
3971,969059.6957
3096,134596.131
3748,350380.8319
5201,472970.352
6675,483438.0362
4379,502763.8162
4077,333004.9719
4894,317686.7158
6679,499032.2694
2259,266314.2278
2026,133886.6698
6857,297585.6719
3352,202859.3176
6358,420670.8592
6482,298550.7118
1445,206891.4973
4722,494415.0555
4564,467780.1173
6023,468762.634
429,203642.5544
3950,425692.9945
1210,165824.5859
916,111832.2326
4262,479105.0217
5007,618137.5992
2613,252802.4056
2494,249095.1846
1000,242256.6414
56,152926.0367
3020,100313.3241
4993,574881.728
208,155829.2866
2111,105789.8119
1440,157945.5228
425,276698.6903
697,122369.3828
1265,175759.5376
1623,241250.9306
1593,248310.5492
2301,257438.9156
4588,550091.5551
4820,331226.1443
6246,394748.4104
5510,574520.8943
978,206050.2198
6450,455997.1118
5057,494961.776
819,261183.9614
6467,383703.4774
5419,594199.6817
1467,155541.194
5923,365728.1034
621,221604.3822
5205,339091.8612
4006,423092.3785
3048,198495.9734
1778,150732.3466
4066,353661.9706
336,114524.9105
2642,126734.4481
1083,154177.1892
2607,131578.2299
3569,456955.7679
4024,631038.2748
5105,316008.5649
390,231129.7199
737,204012.1474
113,96863.68367
1068,204273.6783
3923,790443.2183
937,117296.0179
2299,198055.0008
6454,375839.3966
257,204115.2013
2238,160035.8175
1339,253375.0876
1152,243095.2922
6192,483718.5452
992,247526.258
1846,171908.0275
2558,170246.3256
1972,104494.0941
4610,298222.3783
4622,313416.7277
3664,454510.2017
6650,414789.0218
132,256224.6335
2462,109087.4478
4131,292921.509
441,270876.7096
4160,371639.9016
2029,256372.5145
1668,276181.7237
2175,166378.0222
5083,616869.4342
6498,362981.6337
1598,137434.8608
2725,267861.9687
6957,286536.4983
2572,169620.8021
1294,258216.0685
135,103024.6398
6425,390936.305
1659,128597.2572
1744,155163.1578
1278,137458.5869
5222,282404.5476
5023,396913.3339
3546,597561.8821
5943,445004.1482
4057,483449.2151
129,145596.9618
2700,146971.1482
27,144202.7392
5650,413664.9046
4548,441196.76
1234,208805.3098
6313,370495.3218
6672,361524.6245
6682,429661.366
4043,369438.1439
5283,504189.9766
5053,364356.9769
459,182601.1792
3558,492082.8928
2391,144090.8028
2009,123248.2187
6370,432138.2935
2466,163712.9443
4457,347354.1662
1804,171185.4905
6965,424124.6825
202,277318.8698
6206,305688.4008
4201,337425.7693
3651,542634.4865
964,216972.8449
124,225726.3565
3025,256951.685
6847,403224.7699
1965,108024.4623
2972,172264.1938
2960,197747.4995
4542,594488.8324
5672,419687.7832
2996,273015.0238
647,179635.891
5630,532855.9444
3323,267270.4751
4308,351693.9419
1757,233490.1751
1588,144160.3422
935,225473.7252
1450,135635.1167
523,152297.6017
1353,238886.441
3138,176927.042
1188,174132.6508
4313,656481.0341
5629,620090.1414
3440,250365.5653
6126,399274.9224
877,229785.0799
3294,163923.6526
2022,111689.8093
5031,293775.3439
66,177443.8225
3694,468387.3522
4357,319313.7717
1481,216437.7761
6266,462043.3268
3892,422653.6677
6524,607617.5735
3429,173749.1011
5749,356459.8989
5742,351885.5657
1944,261715.0866
4756,283448.6809
5226,709042.0325
3931,465727.5718
4384,347345.675
3542,380408.5489
6996,421368.8869
782,118599.8402
2163,244605.9014
4120,750242.8919
226,245087.8371
760,245099.9209
5869,344078.7362
514,157001.7057
1605,172176.5119
4279,538054.4792
2891,209445.4725
3930,319753.5556
5281,365160.8737
908,151390.0694
193,251924.3703
5329,583770.1028
742,267812.1871
612,263709.1885
5140,353948.1172
1870,277856.4616
5440,297133.7751
3638,378609.6357
401,124554.5337
3540,384299.924
849,272035.8033
5687,383541.8907
1728,270576.0484
374,269827.6245
5488,362288.7938
2935,167303.231
4633,372135.818
4949,489802.9489
1007,212861.6656
6702,436246.4072
6520,390192.2257
409,182677.8882
578,172212.6478
692,143531.0914
1611,202946.7719
2734,263236.7492
655,235334.2782
4540,282668.3447
5077,734718.2092
3839,424157.0636
5356,301378.5948
5289,398233.5466
3133,260289.4025
590,188917.0239
2906,113867.704
1575,102580.7852
4574,290609.6604
3129,245104.5692
6061,410038.7161
2396,140619.4594
3124,266078.998
2660,266190.2215
1871,255378.1812
6712,469642.9725
743,251522.4401
6176,286863.768
182,260262.293
5243,366239.7416
4338,357762.5729
2716,154387.13
1053,258536.9667
4909,403001.0933
653,85000.0
148,256817.128
708,227750.252
369,153088.6481
23,208855.8316
3312,127136.8774
1285,251684.8424
1957,110478.7079
2260,117616.8753
1199,261202.3314
4508,478604.9413
469,111900.5148
6746,286724.3972
1192,168185.3541
106,257273.9223
1484,182212.9644
5761,298703.9825
350,228904.7746
4019,363742.5039
1260,154990.6295
48,221064.633
6091,280135.5817
4808,342763.2987
1443,158142.7112
6570,497908.5102
4251,446524.2008
5551,407353.718
6706,378154.426
2511,204192.7232
5220,516799.3191
3608,324162.0997
6565,290805.3052
5993,285942.035
6721,315279.277
3033,202492.5214
2771,98435.51986
6724,292991.195
5087,878270.4815
6543,618110.2488
2125,237627.2881
30,196765.808
2306,217206.4322
1226,204452.9966
2329,226476.069
3413,136487.5391
5780,410194.7332
173,190732.4501
2676,218754.4913
6437,291066.7383
3241,215193.788
5310,408496.2329
5908,469792.0289
5468,301781.1467
6843,432952.5713
807,99325.70034
1469,186897.8253
3902,876062.3682
5748,370523.9781
5789,351533.8074
5070,494738.6014
3195,257115.8606
493,160234.8661
1001,205482.8076
2317,116907.4444
5345,698889.7303
6880,461870.3293
972,215313.2562
6794,376548.3196
5453,416588.5502
6077,473601.4141
2811,220471.3335
384,253706.2029
4773,299562.5482
4110,636408.7725
1663,178729.4383
3345,214462.382
1701,163022.5614
4112,447293.5671
5584,431148.7435
1058,257395.0336
640,157616.4141
3010,174112.8032
2813,219864.9676
5855,288933.766
6577,701063.0109
1186,236691.7614
2662,184100.4687
6262,553529.407
1716,271197.4971
2469,188004.8544
1920,242000.4016
3143,104284.4088
6258,362597.7191
5602,352245.6365
585,228606.7365
5025,572532.8115
6951,322309.0622
76,138420.4848
5583,714639.506
2368,200768.8166
625,240969.3991
3403,250971.3034
3713,495148.1821
1407,205578.4196
1905,247234.9113
4735,374368.3765
375,203289.7325
80,240397.6212
2170,243713.4611
4125,355292.796
2786,209231.3155
2793,264098.3392
5975,724198.9065
189,138889.0292
6726,353651.7208
6479,387905.4289
6886,425016.2084
5909,611335.534
2059,153304.2906
4449,393259.0021
5339,397944.8863
2248,138761.6006
1383,111298.1421
5014,435899.0208
5755,287000.6819
6700,314770.5371
3476,160956.7799
6115,361331.6827
3106,136314.9004
2110,259757.602
240,220143.6872
1517,190459.3301
5528,335231.6833
676,213238.3186
3702,305843.0619
6219,542237.5536
5636,324387.7875
6435,398689.0703
1382,197999.7267
1205,152006.1057
2454,163072.4876
5253,680895.799
1027,274343.871
1816,192523.1451
5878,609953.1005
6103,441280.179
3430,193155.3973
4795,301583.5697
2830,131244.7598
6239,358663.64
3055,126313.9809
628,199959.6664
2373,142093.7534
5876,329770.112
3070,176525.3283
2367,221437.2518
5542,285859.5581
1292,108831.3591
6114,364822.5975
4948,332929.6403
2814,124139.6177
3150,166673.7965
2826,197164.2005
3852,373416.1307
2614,142240.2358
4048,347272.8982
4982,326446.5612
6398,493844.755
3617,660281.9581
6380,452860.6654
1654,122427.5754
140,248945.8748
1589,239811.194
2496,93305.58428
4037,321947.5436
6912,495929.0495
4916,446784.2967
5968,526756.9959
1069,245587.7622
1136,100929.1341
4325,348766.8704
999,198737.0467
2715,269687.9773
3200,214391.3055
6429,313336.7835
24,94945.29121
2149,247180.2754
4724,668295.4842
261,136396.0182
3910,485149.4351
3040,173949.9365
3297,280145.9092
5938,435016.3557
2422,147924.8775
3490,108739.5259
3609,373332.3341
1695,220849.5079
8,146559.7638
1066,209251.238
1902,257185.6346
4985,282835.0753
1713,225900.6467
3061,233257.5243
400,239369.4839
6002,287378.1335
6289,299926.3906
1994,233342.2854
1539,191607.2181
6442,419274.0225
4134,506332.0959
864,97105.98165
6736,328123.2611
2433,249787.5681
6118,414809.4504
4303,409528.0416
3328,172521.4329
3101,222597.6752
3362,231074.2306
2568,234312.0381
5910,404071.5205
890,190796.713
4765,622546.9995
4947,495983.2214
5613,405985.2649
698,221693.1649
4139,384728.6432
293,168532.7932
4519,401584.651
4055,362669.4953
4990,396881.8974
2724,154520.8067
2297,157124.4944
5079,397769.4092
3788,765283.641
4041,413801.6422
1112,174760.7324
631,264839.3572
212,183644.5634
4054,352007.6445
6408,389504.8713
1609,248403.4061
6856,284755.1279
5957,609318.9799
2376,119789.4769
198,263783.8958
6329,291851.8906
3781,281180.6138
6892,448803.6599
6203,467226.488
4619,387598.4927
6997,473382.5348
6015,388050.4923
3944,737642.2279
1934,132861.8451
3535,290455.1881
570,198274.6968
4786,445000.4992
3141,111897.733
5058,405204.0367
3728,389246.5963
2631,182149.6268
295,161248.7798
3171,234106.633
2876,222700.0343
5292,407186.8924
6053,488847.3307
5298,454143.3559
4348,336760.6472
4917,328246.596
3310,109516.2163
1204,190849.8791
5594,621710.0892
567,89507.31472
2446,207254.444
3000,177944.3403
2439,100395.904
5341,281753.5547
6793,322160.5006
2085,210535.6385
2509,268097.0147
3623,566227.9255
5441,538787.2447
6644,375958.5058
1645,234979.2686
4587,448149.3355
3815,348991.4784
6770,492994.8442
750,129245.4714
1161,205873.8798
4001,421281.1787
2074,252873.0692
277,158687.2579
4254,337587.7422
1146,188442.1053
294,99924.2893
977,247083.9187
4355,502007.3141
1761,191199.6967
3018,204687.7228
1168,235206.2377
3517,338942.4888
2314,163368.2428
3324,255530.6013
3545,341453.6385
6783,497949.1295
6367,350815.0944
1369,161850.87
5611,302024.3159
904,226905.0011
4609,371325.8584
4163,284055.183
2585,215665.2148
5873,536376.4065
5693,362365.8074
1314,117833.0743
4085,350210.6549
3915,352552.9691
1726,103212.0744
2357,203306.4263
5647,476443.3303
6231,523016.3934
6100,453152.4975
5609,296219.1147
5857,449684.8712
4430,284069.3386
5671,310474.7768
1397,278944.2198
1244,142609.1818
833,164247.0169
149,233971.9901
3647,387338.4613
2348,156453.1818
6711,429472.0052
184,246126.2233
887,238031.5034
920,178338.1723
1487,273450.5838
2926,257203.9345
3634,579176.5925
5826,649298.622
6029,403775.1233
6486,353025.8068
672,192662.9644
1908,277242.4891
2108,261716.701
2035,98235.07669
2231,248188.2014
264,253190.5315
3299,251064.3973
2504,144184.616
4692,343331.3822
6687,284573.5039
1411,265278.7319
6536,366814.4459
3030,256568.1022
6780,280826.7251
209,192581.5685
6566,397269.967
2250,106858.1898
2395,197631.161
5532,467528.3796
1500,146875.153
2291,208419.3752
1084,239704.9986
1267,107694.0092
1109,128296.7434
3547,280736.3999
2749,110357.4044
3454,172946.3162
4730,560800.3538
5332,346404.9159
2882,120404.5924
3437,173253.2882
5044,337853.9979
3322,184014.233
3966,302150.1384
809,109758.7827
3170,167051.6335
3028,135864.9437
2875,171418.7756
3254,178537.8948
3975,550994.9312
3029,124403.889
6827,436059.7709
6471,311554.6722
51,237298.1737
6632,605439.5907
5133,305503.2712
4465,377699.5036
3154,198868.8431
1969,102050.3585
2713,200578.5387
1362,220797.4023
1514,162605.8875
2152,253203.9042
6131,503922.7306
112,163847.6551
5945,354524.7111
168,175046.6052
2322,262443.4691
5598,520589.6866
4671,315406.2612
5372,735196.0247
6559,382741.1546
6901,325843.6499
2602,196604.6614
5652,288038.3703
4256,288943.0812
1245,114263.3668
1354,137212.5389
3758,586225.2075
4235,295324.819
1157,275386.7579
3537,443988.6118
5983,391358.4336
3326,245031.3197
5393,306098.3293
6942,300406.5819
1115,205876.162
2483,241973.132
853,129334.4378
6984,349752.9258
4435,494547.4668
6387,332166.2074
2258,159151.9278
3899,507981.2627
53,204414.5727
4061,323252.7729
6885,318126.9653
2177,126944.0027
6334,679097.4556
6396,372714.9939
4715,396939.7508
3700,407233.324
5091,445046.2937
2552,178277.2988
5658,337227.3439
2841,118378.6969
1212,253725.7095
4920,461624.9916
4263,703875.7556
3145,209759.2238
4448,503886.0701
6416,402125.0531
6188,353258.6088
3848,409285.3193
3994,368668.559
6834,537982.891
4585,653150.7907
3591,300755.5043
6606,477219.5197
2765,158374.7565
5787,416945.0408
515,243173.1802
6391,365297.3814
2709,218446.7975
356,216777.2147
6379,336939.7982
2710,186239.1336
529,206403.4237
3320,150830.2384
59,133765.0137
948,136195.1048
5434,280959.6153
281,129221.7779
5279,413490.4371
3348,234225.3508
1629,101236.1876
2782,186837.4162
4180,427537.2168
5401,417654.312
5966,291315.2277
5979,499059.3625
451,237747.1793
3575,386716.6117
2732,271593.7546
5481,374159.8778
1276,261413.5934
1283,175103.9545
4047,285138.4883
6553,287789.7826
1530,254588.0358
4033,383291.0398
805,230534.1487
6623,491058.1524
1529,236275.3324
2554,127826.9011
3749,340315.5408
5550,789259.36
49,167060.5385
2691,116804.9555
3054,147534.5009
801,147335.3796
6147,294572.4649
1367,257617.8489
424,126907.9817
6725,444847.9144
0,255614.8992
4568,397198.304
5072,504221.8113
2034,236584.1873
1269,207625.2917
176,187420.2746
6268,325171.012
512,174594.5713
1286,213808.0303
1462,217365.301
2409,207249.2201
5235,472522.4074
5499,527403.0778
2384,197318.2591
766,233976.9709
1348,190679.4116
3785,397043.65
2482,148537.9023
1054,219969.8851
6409,528932.0192
6079,281632.4605
2455,193604.4884
5358,507865.0294
532,241383.5785
6178,538782.9954
6232,331588.7744
6905,298909.3055
380,232326.4253
1866,244050.2982
6327,396163.9063
3346,209563.6654
2681,134264.7762
5939,419301.784
930,146256.3008
2626,265268.8963
2526,256978.3221
6933,308470.7357
6993,598525.1942
419,149533.4247
4721,306771.0113
3714,291765.9698
1480,168729.8001
1059,251297.1141
1970,224961.5539
4176,540968.028
73,181103.5026
3173,194173.556
2604,235139.5085
2880,93040.74187
1252,205364.1847
4394,323001.0464
1894,223963.9275
2598,196620.752
1864,277617.8096
1461,139547.3221
4603,446406.9359
1181,176915.476
6344,518750.5255
488,127717.4987
1124,122942.4841
1257,217357.924
1541,112350.1734
388,215742.7482
3065,164664.3915
3919,515607.6582
6252,291636.1534
2211,228188.9861
1290,204589.0233
2510,189564.2486
2995,159525.6989
4957,687621.8926
6674,378964.0034
455,223105.4141
815,164691.2713
1086,240851.9783
2920,151942.4139
2638,249538.9243
3130,212846.8827
6828,291614.0944
6825,439149.8153
1279,92650.1848
4700,409672.2311
1429,224962.3678
2777,176999.8564
2222,277700.7131
352,261380.4163
4419,374446.7031
5280,306977.1266
3719,313484.1485
3389,96581.15482
3873,488247.7457
2082,113736.8159
1203,218601.7834
1405,249751.8563
6054,340131.4768
1699,135333.7626
1705,107249.169
2913,165001.8779
4718,383024.0157
6415,463033.8802
6153,475596.2442
1274,168709.8999
2207,142295.662
163,214698.3418
2047,202014.9337
5661,499988.5718
3280,249963.3173
3360,126222.5514
3688,367193.2871
6464,367969.6697
6664,290953.5195
408,205722.127
4238,391586.6612
4118,324848.6239
5971,552399.0431
5101,396806.8532
641,257544.0629
5959,295165.8876
1343,162292.7792
4480,354268.4129
888,165950.2086
1557,227469.3042
1085,244632.1739
3927,434970.7078
531,257123.6481
3008,131458.3242
2447,204755.9384
6689,290794.3398
6896,335501.692
2767,208793.7303
1671,129516.0104
2109,237871.3158
1148,109834.0198
4882,436761.9441
3166,201622.4738
266,113517.1348
3763,441105.0733
6815,585904.7904
3736,433254.7866
360,169035.3533
1460,223576.1619
3421,209556.1828
952,174452.5836
2160,274752.55
6875,316992.3677
1574,165657.3604
6226,383041.2467
3337,268468.2677
6296,481586.8265
5125,388212.5949
5427,393730.3412
1842,207894.5331
2208,206608.4814
2979,150194.7528
3436,138516.6529
5828,356303.0078
754,214548.5399
5307,679963.9132
1378,276102.4432
980,204136.2372
2100,188525.5716
286,202571.4329
3533,356616.8564
3088,267446.7827
1154,133722.6083
5175,397948.0494
1511,120852.2785
5994,302120.3404
4231,301249.9623
3261,185377.3079
5610,363679.9014
2191,267004.1506
211,188495.1353
6127,467899.4965
3164,197180.0
274,228320.9626
88,192170.6232
2798,230955.7823
2324,217710.7415
298,130765.982
4663,336337.6459
3674,677502.42
6377,438422.9176
3776,494888.9838
5847,323227.9855
315,267017.7293
6261,323896.9028
2151,211071.0095
3288,113315.5207
3117,137651.9782
6517,304336.8266
2020,169795.2958
6075,531264.9596
2974,133702.1794
1275,148261.471
2413,234150.2392
528,154184.2007
4404,384219.8759
1505,269408.846
3598,312489.6979
5470,317672.2156
5230,285671.5703
5299,489551.5899
3681,486979.2979
1318,128435.0644
3380,275038.5107
4929,453280.3186
3034,192044.4362
2380,261312.3182
4811,283593.8331
6082,413696.176
4311,293437.225
2616,242334.6467
1166,263985.8704
4725,347770.319
3471,240373.1799
5905,616482.7778
6540,506890.4558
6655,502681.1407
6094,354020.6613
2871,190599.4267
1222,93244.66967
5977,302869.711
6810,328661.4105
4255,527658.2448
1982,109940.888
5981,336213.541
4020,682995.0557
371,245883.7511
3482,274713.7644
2131,159395.7219
3418,248378.5744
3424,190134.3678
1538,130151.0263
6781,316805.749
2744,166518.0819
1553,248247.8271
4335,702265.437
5525,319907.6503
2817,196597.1681
5916,628152.6935
618,263584.8855
2381,220347.0714
5186,354911.9709
4391,391602.5135
4526,584954.1159
4375,392275.602
3524,286606.7534
2629,248824.7521
6779,395370.0208
4123,390638.4666
6274,667923.2014
2766,206409.2786
3895,569970.3125
1656,123495.4622
4818,387022.6954
969,248308.2316
1843,116627.4035
3024,205922.9258
3151,232799.37
3386,222605.2271
6250,317119.174
5046,326257.5547
1211,155966.8368
6027,439655.1702
1428,233957.5616
6469,343027.6788
426,165031.6016
4094,323668.3978
5574,327888.4721
4271,352118.863
1923,208616.2079
4689,368724.117
3395,243836.8679
6612,370880.6566
404,233789.3427
491,142522.0527
6411,419930.8983
3494,192298.4441
824,256587.6562
2542,119751.4925
3673,418571.6063
4943,488321.9791
2790,179323.0848
6829,368325.8931
3515,474262.431
6130,425611.6652
6795,307105.4905
4969,419226.7295
1788,202105.9233
5466,487047.1794
2187,144546.0256
2145,109519.9162
4505,455923.3553
3246,187417.2256
1841,145605.9049
5047,326155.2744
5400,402910.4606
1209,98056.79277
974,151152.5158
474,185486.3727
3311,116537.0207
215,221955.555
656,170712.7342
4596,466709.337
3235,271519.0458
2519,186845.7182
1583,214542.4035
4634,489752.3503
6168,430258.7998
1130,188284.0518
3038,250071.3973
2063,109015.4849
6873,282579.157
4592,287104.5116
4407,649669.2624
131,178681.0914
4347,438008.3095
5410,323911.7643
3566,452288.5216
1341,205145.6821
2184,106751.7007
6960,400944.4919
4743,646806.3598
594,221652.5832
6473,469660.4152
6363,374124.2146
810,166987.0495
247,108692.1363
5834,530535.336
4374,312625.3158
29,202084.3426
1119,222852.3977
3363,247195.713
4842,343211.2567
2792,162069.5658
4243,357397.9156
4755,745956.6345
6013,453356.7745
1974,213942.7096
4666,290957.0203
633,102085.3713
46,105922.2442
6280,341137.3523
4745,548708.0646
6030,322452.2104
868,146327.6155
4986,485823.7032
1320,205986.8246
6185,292148.551
4923,482633.7756
1543,266839.6782
6138,335858.8406
4129,355730.1629
3559,334199.9353
5512,411696.635
4217,408199.614
2503,202260.9904
5153,423572.605
3567,455778.0358
4693,365523.2664
3058,252796.5789
860,218772.4229
4105,324655.1221
2138,243042.0806
1984,183923.0472
4885,342368.1851
2310,235908.2389
2759,241661.6322
2531,109741.0849
848,273247.2535
1243,268895.1762
4713,383782.12
4174,292428.3672
4270,575487.0117
5325,279679.0263
3045,168038.4429
1180,144597.1668
3460,130205.0595
4330,540757.4699
2371,122796.4118
2,131050.8324
6817,376453.156
6952,442719.8916
1755,115802.4219
4011,346928.3793
5572,540583.1263
1048,98929.34482
5336,389898.0003
1418,115439.3901
5034,538065.9273
4491,479551.9932
6617,530298.4977
862,250630.2176
3863,304817.7262
6119,294966.6083
6723,664307.114
2551,155604.02
6922,313913.4022
2431,256574.4397
3797,502926.1317
310,215794.7062
1618,249029.7925
1092,98879.35132
1940,127943.04
5933,284453.0662
3825,330395.2954
1229,225891.6674
4855,415698.1237
6615,312914.8435
5463,771435.436
1733,164522.24
6975,379170.7105
4759,601020.8428
3750,414412.5618
3063,247757.2793
5618,398962.6882
2622,267810.5038
1393,169398.5841
4838,296401.8311
4562,518240.1413
4349,550806.2523
6395,645969.9208
2834,254754.2361
5608,420596.5449
2405,226768.2603
3009,175080.1936
4122,452303.4089
762,210450.8806
5110,456164.2115
3890,463281.4699
6159,331485.0916
966,155597.2831
5696,513316.0016
3314,149019.5725
3441,215335.419
682,181878.1121
4959,314442.0345
2546,199494.4664
991,158341.8859
914,275313.1724
5825,295860.5658
5568,379183.5131
6665,572012.3294
185,150986.1489
922,208981.4525
6128,819756.8075
4170,483683.052
3556,372486.1554
6688,294657.38
1619,165863.1355
1830,167842.3834
2484,164336.9609
3148,206029.5987
740,260655.36
6179,315701.3441
971,155245.5635
2564,243453.1123
4915,432917.1193
3962,449529.6374
5560,611446.3581
1116,86238.83042
5805,417029.354
156,261773.5907
2467,119850.694
3860,543120.4207
831,130243.4643
5454,304893.1125
835,103129.133
2825,277316.3525
502,249996.4094
6538,307908.9626
989,151626.2655
3937,655183.3652
923,218798.9246
2044,258582.6683
1980,268339.2621
249,134583.2515
3911,337752.827
5152,658461.7223
2683,239896.6105
1346,216374.8129
6399,474269.9146
5995,324337.8834
3653,719331.4896
355,111551.2801
744,209459.8706
844,227731.0587
723,196091.6698
1976,252379.5882
2955,113935.0884
4340,728981.4251
2214,165193.2235
5394,417593.3801
6673,553379.1957
3648,723129.0195
3870,408791.31
4488,394288.3338
5842,304127.0367
3292,215155.1638
5898,317519.7226
1258,252206.3363
2988,216506.6648
85,135171.2247
746,214983.3516
5276,415189.7194
1867,167602.6345
1315,200344.6846
5197,676723.7491
3898,506032.5354
5008,697158.4458
962,143398.796
4650,704374.5511
265,131922.3499
2428,148674.4693
4116,317104.3559
3086,238884.6266
3139,103278.1342
2069,261105.2347
4202,612887.7486
4533,402293.4837
1800,202699.6241
2235,224232.9026
3543,462244.0767
3062,120333.7165
2212,108928.2486
6814,550774.8003
4266,365322.3062
6592,301337.6421
1985,121815.294
1371,152437.4363
2122,176690.5179
5772,540260.287
3907,347310.1185
6719,360835.3173
5254,339150.2321
5223,586725.5921
2057,219732.3079
6717,467118.2498
5663,404654.1572
3947,342115.0793
2058,139805.9189
3711,431823.3071
2904,211645.67
4922,346110.3843
3838,300684.2367
6284,319462.0467
6932,378672.5579
284,223723.5155
95,218063.4859
6677,352173.3385
2664,175680.1302
3955,506727.4175
3442,220771.2414
5960,493629.1326
6879,325511.0531
2649,237640.116
6512,507098.5017
2280,168141.7004
5536,608409.4563
2521,173722.5743
3613,543193.7648
5931,416873.8237
1284,162023.5571
4022,403407.0994
2003,239669.8073
5346,383724.1186
2153,277572.963
3764,399559.1881
2239,229409.9215
3932,289914.9883
6001,373096.9624
5352,406167.87
4151,544763.5776
4578,439067.9892
43,180015.2789
3956,355192.0153
5917,321898.8296
5639,291471.0943
4416,692276.7923
5437,607294.1805
2802,279229.2929
3089,270183.298
5127,713441.2579
6392,647940.0255
5533,308561.9271
6287,438473.4817
4333,459045.6798
5893,476215.8951
1809,99853.44799
1003,180984.9615
3859,584773.6586
5148,692732.5812
2393,203760.4846
1076,261685.8617
6503,330790.1596
3855,484163.7669
3412,278642.1448
5982,624004.5467
5295,374053.7945
300,272175.1689
2898,195897.2397
2507,247876.0339
942,202792.0195
6164,278577.1969
2370,189138.1239
1259,195297.2596
6089,664778.3726
2522,199781.8604
3156,197143.7222
4559,344119.292
4101,333044.5036
841,209226.8989
1868,246476.0065
326,258264.0576
2436,275311.908
6109,556251.2911
3208,118104.4673
6495,481343.2377
1464,233917.4045
4988,449192.4444
3131,218535.876
2061,264253.4463
4790,301226.0367
4483,319705.9149
2571,194009.7516
3103,194094.7255
3333,239719.168
603,105050.8383
4938,418375.5412
4418,428629.7674
5963,312074.1011
865,269638.2659
1890,119661.8405
4042,837970.4147
6430,528410.9298
6716,330731.053
5561,416635.855
3367,98005.92278
1280,118968.894
830,156375.4648
3149,189457.1494
3799,418979.6667
1904,267385.6889
4551,511642.3973
4403,416237.8512
2050,98839.17831
1302,240067.7589
328,201157.2822
4849,314074.2013
1704,189416.9866
2493,212650.92
6929,328638.7142
4025,754848.4025
5814,365893.4119
479,278913.6611
3629,299416.7236
1175,253177.1581
6406,389635.1346
2957,230173.566
4010,346545.9581
117,257182.233
5653,511448.6747
2862,222090.7098
879,236450.6019
1029,139220.3462
466,267888.0566
5464,286151.1759
6064,449645.9079
6515,409313.7256
3083,269009.2878
5294,380930.7666
5452,336339.7509
1901,248450.0784
1975,242090.3177
776,251945.1802
4664,340925.1564
1786,242513.5862
6271,498851.7088
6101,297276.8036
6930,409719.3827
5188,438846.4077
5353,478728.7203
84,237259.4408
1665,104559.5556
3487,277072.5336
5184,411235.6714
2789,200841.3064
4851,334113.5332
2143,226312.606
2199,277825.5958
511,159538.5303
3209,163532.6969
731,104702.2639
2220,173956.117
6160,333078.545
4626,297790.4311
6197,311578.357
4861,802252.6132
5575,283571.5975
2783,184180.3022
2002,162547.0472
5457,395455.9143
6798,306202.9736
3666,422218.6244
6381,572701.7326
4470,326653.7474
1633,181185.637
6276,284318.2353
2757,139434.7349
2859,251183.878
1184,208085.2943
5810,431051.9091
3122,274890.2237
3184,230983.1464
2055,122433.8106
5889,406498.23
4334,417791.9417
4083,659953.378
127,218624.3683
4450,316067.8247
164,113076.6212
6631,308077.9041
1510,176492.6957
3199,245413.2988
6850,373959.1605
1319,226058.3649
5587,377705.7939
2540,270917.5383
472,182267.2939
1997,157786.9365
18,158157.9756
3952,529170.2351
2956,223665.42
2042,146078.6874
5158,378654.5405
2137,197207.6826
1025,165108.6084
97,155738.7254
6968,288971.0843
5935,322341.8634
3114,235364.9007
5119,306086.6897
6110,301303.5642
2835,219968.9935
3161,229290.5403
5940,353696.1047
449,252073.0135
550,261979.9442
6638,689398.8244
4372,295696.8424
3744,321849.8444
178,117951.9489
4529,450754.4439
3654,491275.8051
1340,210467.5593
6801,498653.2234
3548,482609.8577
5775,324159.0214
3520,340473.0578
1591,267057.6411
5739,476500.8692
1516,256654.3421
741,166401.0351
4963,292651.1657
1769,174835.0863
6481,360685.8504
483,194777.6616
6561,461259.7733
2810,212058.1
2021,108684.8082
6926,575546.7533
1910,200723.3825
2485,225548.965
6240,341973.8568
780,240366.07
4644,284543.7516
6059,409646.4482
77,198341.7797
4878,312188.8318
1889,229985.76
5103,415963.3615
6903,537768.8483
6455,287988.1446
673,154444.6512
2203,94313.99041
4782,574448.2788
4971,748786.0898
458,153992.6998
2865,98513.09269
6085,434448.4595
6006,357602.1174
5363,343637.7017
752,247756.8597
121,137084.6115
3637,373841.5628
699,194056.4015
2924,189641.8097
6208,481818.1188
1492,268163.8259
6911,363917.0858
5540,331174.7702
1948,108336.1425
2086,87553.43304
3365,275558.7316
31,250155.1266
2154,161114.81
5846,659535.8009
6167,412440.005
2758,113104.3844
69,266337.8745
1449,152463.6497
5215,298393.5383
6777,688892.6236
3175,173453.0226
3627,364840.3267
3877,309018.0742
5286,336400.2977
3959,312812.2156
6643,335547.5804
3221,143602.3822
3146,209841.1212
1531,249197.4365
