,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice,IsLuxury,Fireplace_Yes,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Garage_Yes
3450,1401.47,1.520796391,3,762.11,23.41,7.02,80.21,12.3,98.99,1.68,3.25,3.97,5.37,1,20,166669.7572,0,0,0,0,0,1,1
1241,550.0,2.403054434,3,143.45,18.98,5.07,80.88,28.25,90.66,1.96,3.47,4.97,3.5,2,10,137220.1701,0,0,0,0,1,0,0
1089,1002.49,1.12581386,2,354.22,44.61,8.31,106.01,26.79,94.32,1.36,3.28,5.71,4.44,1,0,165208.5865,0,0,1,0,0,0,1
2977,550.0,1.0,2,426.87,44.32,5.38,52.36,24.62,88.2,1.98,4.47,1.15,2.67,2,34,95153.28566,1,1,0,0,1,0,0
4194,1599.49,2.782334892,1,726.01,10.54,6.77,8.76,22.26,92.76,0.72,6.86,4.07,5.03,1,16,335733.7557,1,0,0,0,0,0,0
158,786.48,3.488486693,1,247.96,34.43,7.33,58.07,26.77,99.15,1.26,0.18,5.69,3.67,1,9,61155.96443,0,1,0,0,0,1,0
1708,550.0,3.499145012,2,528.74,20.07,9.02,56.82,14.92,96.88,1.32,7.03,8.96,5.5,1,20,155384.2047,0,0,0,0,0,0,1
2425,1105.34,1.661614735,2,368.58,60.08,4.79,66.18,37.72,97.22,1.15,4.03,4.62,2.17,1,26,81707.22162,0,0,0,1,0,0,0
936,550.0,1.0,3,545.0,37.37,5.56,59.08,59.71,99.9,1.25,2.63,2.32,9.0,1,10,221969.6997,0,1,0,0,1,0,0
5112,691.05,1.0,5,1185.71,39.52,7.33,21.72,14.61,87.69,0.87,4.76,6.55,5.24,2,12,335460.7798,1,0,0,0,1,0,0
1829,767.75,1.56058539,4,457.76,11.5,4.39,64.96,35.85,91.44,1.32,2.68,7.88,3.57,1,8,123157.6374,0,0,0,1,0,0,1
6037,1431.56,3.67779019,4,277.35,54.02,8.0,13.18,9.5,92.16,1.02,6.37,2.77,6.01,2,30,631899.7745,1,0,0,0,1,0,1
6593,550.0,2.75098409,4,903.12,12.23,10.0,63.09,20.21,99.9,1.97,5.77,10.0,5.49,2,41,466062.0521,1,0,0,0,0,0,1
1250,852.57,1.525850635,2,97.21,33.37,4.15,34.81,50.35,97.07,2.16,1.37,8.76,6.55,1,15,16624.65884,0,0,0,0,1,0,1
6807,587.82,1.210337512,3,756.76,6.09,6.37,35.71,15.81,99.66,1.3,4.85,6.57,7.23,1,17,262199.615,1,0,0,0,0,0,0
1108,779.75,2.340001737,2,65.34,59.82,4.97,28.84,7.62,95.61,2.18,3.92,7.49,6.67,1,8,266783.4487,1,1,0,1,0,0,1
6635,939.55,3.137903025,5,468.79,16.84,5.86,103.39,16.56,87.29,2.45,9.1,3.2,5.99,1,15,562735.5075,1,0,0,1,0,0,1
736,550.0,1.311016618,5,450.47,25.45,7.46,150.73,11.2,96.42,1.91,5.91,4.86,7.01,1,12,196798.878,0,0,0,0,1,0,0
3604,1761.18,3.315228565,5,48.26,15.11,7.83,46.07,7.59,87.61,1.58,6.48,3.28,5.9,1,14,661316.4645,1,0,0,1,0,0,0
3448,557.98,1.0,4,59.19,44.5,6.07,51.15,16.71,95.43,1.09,2.83,2.51,1.66,1,9,52801.80291,0,0,0,0,0,1,1
954,550.0,2.177793806,3,31.71,61.33,4.21,177.87,27.4,99.9,3.13,2.07,3.81,1.88,1,9,166357.3197,0,0,0,0,1,0,0
3155,799.4,1.624150563,3,458.46,0.65,6.07,81.22,23.08,92.83,0.57,2.7,7.0,5.91,1,16,221503.7505,0,0,0,0,0,0,0
5638,1050.81,2.166655185,3,864.6,47.92,10.0,0.17,19.29,89.6,1.45,5.34,2.23,6.1,1,11,355007.569,1,0,0,0,0,0,0
283,834.54,1.867174187,3,1030.56,12.35,5.1,18.63,40.37,95.94,1.17,4.49,2.99,8.2,1,15,269936.4519,0,0,0,1,0,0,0
6992,1275.98,2.872522775,3,299.18,41.23,6.95,42.59,21.8,90.86,0.8,5.72,7.52,4.24,1,21,362352.5963,1,0,0,0,0,1,1
2753,965.59,3.93450467,2,721.2,47.1,8.57,9.17,20.61,86.92,1.31,4.12,4.99,6.32,1,4,298120.5774,0,0,0,0,0,1,0
3245,974.8,1.940053172,4,278.95,10.78,4.9,54.53,7.22,99.9,1.59,4.99,7.0,5.57,1,12,202602.2106,0,1,0,0,0,1,1
2066,550.0,1.918061204,2,853.26,31.21,8.97,30.6,29.66,99.9,1.55,3.61,7.94,7.38,1,10,80359.30542,0,0,0,0,0,0,0
1978,1238.69,1.0,2,1112.74,17.08,9.97,48.1,9.79,97.92,1.71,6.95,0.4,8.12,1,7,82104.41899,0,1,0,1,0,0,0
3974,553.44,1.993973357,4,886.46,26.45,8.03,85.24,10.5,96.36,0.99,1.48,3.06,4.97,1,11,316437.5183,0,0,0,1,0,0,1
1792,1040.24,2.782907169,3,518.55,37.57,5.82,59.55,18.79,89.08,1.43,3.21,2.87,6.57,1,4,310406.7096,1,1,1,0,0,0,1
5391,1068.77,2.413596589,3,414.37,47.68,8.0,46.43,6.45,93.35,1.02,7.77,9.15,4.7,1,19,308536.2826,1,0,1,0,0,0,0
6641,903.05,2.134331762,3,631.11,13.26,5.32,42.27,41.51,95.66,0.99,6.08,8.23,8.0,1,17,328083.4477,1,0,0,0,0,1,1
6242,2526.53,5.208139625,4,700.53,52.71,10.0,5.82,2.18,99.56,0.89,9.4,8.39,9.23,1,14,837070.9985,1,1,1,0,0,0,1
5773,1873.84,3.658252263,3,723.11,56.02,7.59,24.27,28.09,96.75,0.82,7.16,9.8,6.22,1,11,602019.1851,1,0,1,0,0,0,0
4185,1789.2,3.685181653,5,575.16,29.46,9.67,29.52,17.44,94.66,1.46,5.85,5.26,7.02,1,20,805392.1752,1,1,0,0,0,0,0
3197,1450.43,1.0,2,892.14,25.04,6.95,2.39,9.53,96.16,1.28,5.12,2.1,4.41,1,21,148084.1292,0,0,0,0,0,1,0
4889,1547.53,1.599636463,3,455.17,24.62,7.69,15.39,10.86,96.96,1.86,8.18,9.89,7.16,1,17,468310.7527,1,0,0,0,0,0,0
2005,973.81,1.0,3,615.27,25.84,3.26,95.66,16.67,86.14,1.42,4.92,6.08,5.24,1,14,160202.3634,0,0,0,1,0,0,1
4667,1556.04,3.515944816,3,129.86,23.05,8.21,29.92,10.8,96.14,1.76,7.47,3.45,7.15,1,19,490452.6457,1,0,0,0,0,1,1
6642,601.46,3.42639477,3,414.33,62.41,5.63,34.92,40.73,92.16,2.02,6.28,6.15,5.4,1,15,349307.7433,1,0,0,0,1,0,1
2475,603.88,3.245691611,3,663.77,49.29,9.83,58.78,5.71,99.9,1.67,5.74,3.31,4.39,1,6,168635.6435,0,0,0,0,0,0,1
4193,1496.96,1.360365067,3,729.14,6.88,9.29,57.47,0.75,97.02,1.39,7.57,6.67,6.62,1,18,366630.5464,1,0,0,0,0,1,0
2787,1151.39,3.548198397,3,1200.29,32.37,6.61,98.41,26.0,92.31,1.75,6.32,10.0,8.85,2,22,342796.9737,1,0,0,0,1,0,0
6386,1280.45,1.604954267,4,777.26,36.67,8.52,71.64,6.42,99.9,1.54,7.21,4.26,4.33,1,24,276464.0483,0,0,0,0,0,0,0
3826,1109.14,1.75331202,3,358.51,51.45,8.47,50.34,52.61,92.33,1.89,5.23,6.81,7.16,1,12,177877.3161,1,0,0,1,0,0,0
5021,837.79,3.709596935,2,745.25,31.19,3.91,57.67,27.11,91.7,1.12,5.06,5.37,5.46,2,63,310392.0043,1,0,0,0,1,0,0
892,695.32,1.0,2,643.56,13.54,5.31,44.13,13.85,97.18,1.45,1.5,4.19,5.3,1,16,108191.0264,0,1,0,0,1,0,0
2644,1384.6,2.362752731,2,246.71,51.13,3.13,68.81,3.72,88.67,1.03,3.2,10.0,8.96,1,7,211262.4756,0,0,0,0,1,0,0
6877,1061.82,3.234991459,4,430.98,16.42,9.66,20.78,1.4,90.93,2.35,7.13,7.17,3.77,2,19,423250.8321,1,0,0,0,0,1,0
5185,1679.32,1.831668548,3,407.86,48.44,7.8,98.62,24.43,97.15,2.0,8.54,7.95,4.12,1,15,377980.0418,1,0,0,1,0,0,0
4573,1425.25,1.932159794,4,591.26,18.81,8.96,1.74,1.35,99.42,1.27,6.62,6.94,5.7,1,18,426634.0984,1,1,0,0,1,0,0
4563,853.32,1.454499862,2,274.07,50.16,8.31,121.78,6.33,93.9,1.46,6.95,7.34,6.89,1,10,208991.5136,1,0,0,1,0,0,1
1725,583.5,1.0,2,821.47,67.66,3.71,90.24,33.41,92.46,1.15,3.11,6.07,4.59,1,11,61585.24437,0,0,0,0,0,1,1
5116,1245.13,3.67430765,3,169.52,57.22,10.0,61.1,24.2,95.94,2.68,5.4,2.86,2.98,2,45,247773.101,1,0,1,0,0,0,0
2051,550.0,2.826486089,4,637.95,32.73,6.59,75.47,4.78,88.35,2.19,3.63,3.55,6.38,2,28,198381.3202,0,1,0,0,0,1,0
6322,1024.25,1.0,4,423.29,27.95,5.07,21.27,18.08,92.11,1.54,1.97,6.14,3.63,1,25,415354.7003,1,1,0,0,0,0,0
242,550.0,1.748030335,3,116.54,38.98,4.77,152.41,34.54,81.76,1.66,0.75,0.02,3.39,2,37,13346.80843,0,0,1,0,0,0,1
5600,1267.34,2.219155474,4,487.7,13.3,6.98,44.7,4.33,92.73,1.39,6.55,8.38,6.21,2,18,415958.6386,1,0,0,0,0,1,0
3951,1875.44,3.663731655,5,663.72,15.84,9.85,72.2,0.48,83.42,0.77,8.18,5.34,7.98,1,14,829207.4143,0,0,0,0,0,0,0
6444,1688.66,2.920013713,3,1177.54,15.56,9.18,16.91,7.99,99.62,1.55,6.93,9.48,7.19,1,12,420356.6998,1,1,0,0,0,1,0
2046,1493.17,1.970040899,4,277.14,35.35,10.0,0.29,2.44,98.86,1.65,7.57,8.29,10.0,1,22,333732.4536,0,0,0,0,1,0,0
3900,550.0,2.092646457,3,349.43,2.61,9.9,42.73,14.91,98.83,0.54,5.68,8.83,6.35,1,23,270604.2798,1,0,0,0,1,0,1
403,577.84,1.0,2,173.64,57.77,6.81,12.64,3.54,98.07,1.42,3.71,2.05,5.85,1,11,11848.54421,0,0,0,0,0,1,0
6491,1429.85,2.872092047,5,251.0,4.11,10.0,83.6,13.17,85.86,0.95,7.34,9.47,7.98,1,10,652987.1885,1,1,0,0,0,0,1
50,1423.83,2.126659257,1,62.69,35.01,6.37,64.17,28.83,97.52,1.37,3.42,4.43,7.05,1,15,185449.727,0,0,0,1,0,0,0
6113,1388.79,3.681694899,2,710.95,63.34,4.94,36.91,25.14,97.28,1.32,3.67,8.7,6.47,2,29,366455.8412,1,0,0,0,0,0,1
4089,1516.79,4.574019892,4,332.84,6.83,9.66,20.47,10.41,81.89,2.4,6.21,10.0,8.73,1,16,770226.5585,1,0,1,0,0,0,0
4229,1702.8,3.603246257,3,691.93,9.49,10.0,17.33,4.19,93.75,1.62,9.11,7.89,7.08,2,35,735956.2095,1,1,0,0,0,1,0
5312,1636.47,3.531130631,3,307.5,46.34,6.58,59.31,7.49,95.8,0.85,3.74,3.69,5.17,1,12,829576.0237,1,0,0,1,0,0,0
558,550.0,1.901367565,4,225.53,21.82,6.19,39.84,30.69,96.35,1.56,3.82,6.76,5.11,2,49,214216.1815,0,0,0,0,1,0,1
2774,1143.71,1.7993822,1,1080.91,22.98,5.16,13.19,5.3,94.91,1.2,5.3,2.03,7.25,1,13,23658.5459,0,1,0,0,0,0,0
4793,1005.51,2.362257155,2,472.01,3.25,5.95,16.04,13.84,94.43,1.3,3.57,1.74,4.83,1,20,212059.8364,0,0,1,0,0,0,0
1208,550.0,1.0,2,1021.63,17.49,5.26,51.14,14.06,88.45,1.46,0.46,10.0,10.0,1,18,60428.82362,0,0,0,0,0,1,0
5166,1144.82,3.092493176,3,273.57,27.22,9.33,70.92,8.66,97.42,1.33,5.21,8.97,7.04,1,6,495872.6611,1,0,0,0,0,0,0
1151,550.0,1.0,2,64.6,6.1,4.71,96.69,9.12,87.96,0.77,2.45,3.6,6.64,1,10,96827.65945,0,0,1,0,0,0,1
9,983.26,1.0,2,206.33,24.37,5.18,50.91,31.04,94.04,1.84,7.19,9.72,9.73,1,9,177535.5475,0,0,0,1,0,0,1
3755,1336.16,2.244199193,3,398.12,49.95,5.98,78.26,29.79,93.74,0.97,5.68,7.07,7.61,2,17,186866.9714,1,0,0,0,0,1,0
1707,1018.91,1.687637652,4,154.35,60.65,4.21,95.59,35.1,96.77,1.34,2.77,4.05,5.64,2,11,140059.7426,1,0,0,1,0,0,1
2593,841.37,2.351004712,3,507.01,20.08,6.82,25.57,14.07,92.81,1.1,5.54,5.93,6.43,1,10,240847.2834,0,1,0,0,0,0,0
4777,2233.04,3.219952108,3,603.29,10.99,10.0,67.79,5.5,99.9,1.81,5.45,7.58,6.46,2,42,598327.0592,1,0,0,0,0,1,1
5829,1256.39,2.889037699,4,592.6,24.11,7.39,49.84,23.73,97.9,1.07,6.11,5.77,4.15,1,25,506266.7364,1,0,0,0,0,1,0
1614,1168.67,1.733532631,2,750.11,2.21,6.12,56.8,7.21,95.52,1.21,7.03,3.49,6.79,1,11,116372.7315,0,0,0,0,0,1,0
1071,978.82,1.0,3,703.47,33.69,6.94,51.73,32.63,86.1,1.05,5.23,10.0,9.92,1,14,172592.5019,0,0,0,0,1,0,0
6889,1291.36,1.619891429,4,614.33,9.42,10.0,47.06,19.36,98.41,0.86,7.81,8.63,8.39,1,11,396706.5208,1,0,0,1,0,0,0
5402,1059.66,3.828728174,2,669.51,37.39,9.12,8.86,3.03,97.6,1.26,4.57,5.2,3.73,1,3,258884.3212,1,0,0,0,1,0,0
6656,1048.33,1.985677469,4,9.61,58.99,6.62,24.03,10.85,94.9,1.01,5.49,7.79,3.13,1,14,374525.4551,1,0,0,0,0,1,0
716,1946.34,1.417200784,1,521.38,22.93,5.75,4.85,11.11,92.92,1.06,4.89,5.16,7.76,1,12,133799.7569,0,0,0,0,0,0,0
1896,550.0,1.0,2,664.58,24.87,4.38,71.47,18.36,95.99,2.21,3.07,6.8,7.59,1,15,95851.86024,0,1,0,0,1,0,1
6359,550.0,2.569541567,4,871.5,23.55,10.0,0.56,6.46,85.89,1.88,6.04,7.33,7.04,1,18,202065.6799,1,0,0,0,0,1,0
3262,563.33,1.132005717,3,268.21,6.64,9.06,35.55,7.76,96.47,1.86,5.48,3.33,4.25,1,12,3013.856578,0,0,0,0,0,0,1
3444,1053.27,1.027159644,3,692.48,53.09,9.35,50.66,26.82,90.26,1.45,5.28,9.71,10.0,2,25,263276.2461,0,0,1,0,0,0,0
4175,1294.63,4.393520169,3,975.53,13.67,8.53,12.56,12.9,99.9,0.84,9.24,5.35,9.54,2,35,754888.9641,1,0,0,0,0,1,1
4425,902.17,2.210751504,4,470.33,34.68,7.95,29.77,31.03,95.08,1.7,5.25,8.37,4.63,2,24,318858.4163,1,0,0,0,0,0,0
2123,984.26,3.423153919,3,595.94,40.67,8.86,11.46,32.68,90.19,1.0,6.94,1.25,5.0,1,23,461783.1151,0,1,1,0,0,0,0
318,1245.26,1.842217854,1,116.53,51.9,6.72,69.73,1.5,91.22,2.29,4.96,2.35,6.18,1,18,89342.32242,1,0,0,0,0,0,0
5042,1167.52,1.940846155,4,414.24,38.18,4.66,30.2,36.04,99.68,1.28,7.1,10.0,7.42,1,11,442920.1756,1,0,0,0,0,0,0
4133,1152.94,2.72138412,2,188.76,15.84,8.41,54.0,19.73,95.2,1.56,4.5,3.44,6.75,1,20,222016.1772,1,0,0,0,0,1,0
1672,550.0,1.982029985,4,755.2,20.61,7.23,13.46,0.46,91.51,1.78,5.18,9.66,10.0,2,14,254820.3219,1,1,0,0,0,0,0
5118,1755.48,1.225548443,3,140.31,32.19,6.6,9.17,35.93,91.36,1.49,4.68,0.57,4.93,1,16,395890.0818,0,1,1,0,0,0,0
4645,1687.01,3.900964975,3,48.68,38.76,8.74,79.76,27.18,98.05,1.32,8.62,4.76,4.56,1,17,512508.5385,1,0,0,0,0,1,0
4128,1440.64,3.160951851,4,813.66,13.07,9.96,37.91,23.29,99.9,0.31,8.14,5.1,6.01,2,24,760692.8731,1,1,0,0,0,1,0
3635,2043.27,1.918029489,2,715.98,43.17,5.14,8.58,20.28,99.9,1.19,6.28,7.95,6.8,1,10,510303.3374,1,0,0,0,0,0,0
427,1551.51,3.005564594,2,285.33,45.07,9.15,59.96,8.5,78.98,1.87,5.59,7.5,9.57,1,14,463662.0609,0,0,1,0,0,0,0
3426,550.0,1.292733763,1,862.81,14.7,6.15,57.79,14.11,95.36,0.66,4.9,7.79,4.51,1,11,18672.51448,0,0,0,0,0,1,0
4158,1635.03,2.841696855,4,944.49,58.93,9.11,78.79,18.82,98.73,2.0,7.14,9.91,5.83,1,17,533514.3498,1,0,0,0,0,0,1
2536,1029.58,1.068357287,3,536.85,0.22,7.46,5.11,4.88,96.79,1.65,3.86,6.67,6.51,1,20,209947.6722,0,0,1,0,0,0,1
5161,1635.13,1.769192434,3,285.85,19.8,6.61,8.43,16.55,87.4,1.58,6.96,10.0,4.12,1,10,522381.8816,1,1,0,0,1,0,0
2591,550.0,1.398324533,4,710.84,35.57,4.41,106.19,28.38,83.58,1.91,1.98,2.53,1.49,1,17,254395.5888,1,0,0,0,1,0,0
546,550.0,2.40068882,2,578.73,11.14,7.45,17.17,19.79,95.16,0.87,1.13,6.55,7.02,1,14,55395.38916,0,1,0,1,0,0,0
5404,1149.79,1.834354274,3,294.11,31.28,5.3,91.85,15.98,92.17,1.96,5.82,7.16,4.28,1,18,214696.5807,1,0,0,0,0,1,0
262,550.0,2.023577216,3,287.07,75.52,5.88,38.38,27.6,94.73,1.73,2.73,9.49,8.16,1,13,106830.2166,0,0,1,0,0,0,1
254,980.17,1.799254386,4,609.2,34.9,4.58,85.98,19.5,85.14,0.65,7.6,7.87,7.09,1,18,217650.6843,0,0,1,0,0,0,0
2533,1558.71,1.027073955,1,700.13,35.34,9.36,18.05,1.07,95.37,1.59,2.74,2.88,5.54,1,20,142714.2018,0,1,0,0,1,0,1
6961,680.25,3.186417891,3,532.37,47.98,7.36,70.65,14.77,97.11,2.43,4.2,5.13,6.83,1,12,234284.394,1,0,0,1,0,0,1
666,1537.35,2.102780604,3,659.73,20.39,7.57,34.3,1.79,91.74,1.24,5.98,6.01,5.46,1,23,418056.8035,1,0,0,0,0,1,1
6106,1169.91,1.0,5,608.68,9.1,10.0,54.9,1.3,89.71,1.93,3.97,4.81,4.32,1,15,382698.4231,1,0,1,0,0,0,0
171,636.04,1.032646517,3,150.3,20.56,5.68,91.23,17.58,99.9,1.99,5.25,10.0,10.0,1,27,70039.72972,0,1,0,1,0,0,0
1176,558.32,1.0,4,734.6,8.26,4.19,38.79,12.56,92.51,1.12,6.42,8.13,8.54,1,11,320882.9168,0,0,0,0,0,0,1
5084,1400.76,1.310996916,3,535.98,7.13,6.5,19.01,8.13,95.93,1.12,4.3,5.29,3.91,1,5,223043.6377,1,0,0,0,0,0,1
3125,828.83,2.270852329,2,65.86,39.8,3.09,1.69,31.84,92.15,1.15,4.78,1.58,4.27,1,10,93677.63653,0,0,0,1,0,0,0
1482,825.1,4.220691599,2,1158.99,64.25,6.68,36.68,24.23,96.93,0.9,6.82,2.49,4.92,2,38,421392.4962,0,1,0,0,0,0,0
1906,966.69,1.256991893,4,583.37,33.42,6.26,19.26,16.82,97.61,1.41,4.99,1.96,3.79,1,8,244161.9048,0,0,0,0,0,1,0
4695,708.12,1.0,4,427.97,41.58,8.02,34.8,6.29,99.9,1.72,7.63,6.11,6.12,1,16,275795.34,1,0,1,0,0,0,0
4850,1619.5,3.808870462,4,362.7,27.31,9.73,40.47,8.74,99.9,0.85,10.0,5.04,5.38,1,23,700466.1435,1,0,0,0,1,0,0
5534,994.94,2.467437863,3,507.81,35.25,10.0,104.41,35.99,92.61,2.17,6.48,6.76,5.17,1,16,223887.0399,1,1,0,0,1,0,0
1900,764.52,4.768663768,3,386.47,31.95,7.26,0.38,11.08,89.11,0.39,5.3,0.22,5.72,1,14,508015.2438,0,0,1,0,0,0,0
3343,558.97,1.139538519,2,180.3,17.34,6.86,29.19,24.26,93.19,1.71,2.93,3.14,6.84,1,17,29693.59482,0,0,0,0,1,0,0
693,550.0,1.605518391,2,851.91,16.6,3.73,70.21,35.49,89.99,2.32,2.99,5.26,2.92,1,13,22668.00959,0,0,1,0,0,0,0
4309,1179.79,3.019621118,2,348.42,19.98,9.29,57.55,0.71,92.63,0.93,6.95,3.44,5.61,1,9,217238.0406,1,1,0,0,0,0,1
6105,2024.4,3.012117839,2,689.65,24.58,5.01,8.31,19.91,88.65,1.56,5.63,1.78,5.72,1,26,361910.7956,1,0,1,0,0,0,0
6649,907.46,2.572705307,4,312.55,34.28,7.75,24.74,6.2,99.45,1.6,6.59,9.99,7.51,2,30,232930.0119,1,0,1,0,0,0,1
4314,1622.41,1.879941563,4,949.82,18.6,9.05,7.95,4.08,97.71,1.21,7.1,9.17,8.2,1,6,580959.1933,1,0,0,1,0,0,1
2115,652.25,1.0,3,683.35,36.47,6.67,17.09,39.98,86.21,0.83,4.05,2.72,4.94,1,7,53436.7072,0,1,0,0,1,0,0
4674,1078.54,2.194071901,4,674.21,35.41,9.75,17.15,3.12,96.55,1.28,6.11,6.77,4.27,1,7,363037.3985,0,0,0,0,0,0,1
6590,760.67,3.181657294,3,98.23,21.9,10.0,68.42,2.27,99.9,1.53,4.2,10.0,6.09,1,14,320337.2467,1,0,0,0,1,0,1
2096,550.0,2.517973195,2,336.53,64.15,8.51,56.55,3.91,94.2,1.01,7.07,5.84,7.55,1,19,186164.8468,0,1,0,0,0,0,0
4168,1499.56,3.136055407,3,103.21,50.21,5.06,8.44,14.99,79.91,1.55,4.53,5.37,5.74,1,17,344588.8785,1,0,0,1,0,0,0
4731,550.0,3.805417508,3,115.61,55.8,7.28,62.53,20.59,94.59,2.14,6.6,6.3,6.2,1,16,277952.8699,1,0,0,0,1,0,0
4857,1522.4,1.532862053,3,247.56,13.5,8.64,26.49,20.21,98.15,1.26,7.21,5.92,6.01,1,18,293880.5894,1,1,0,1,0,0,0
781,1130.17,1.452217732,2,619.97,60.37,6.02,49.97,9.35,90.71,1.03,4.46,0.41,4.37,1,15,59711.34511,0,0,0,0,0,1,0
4504,1287.27,3.373992551,4,964.39,34.85,7.1,28.68,27.13,99.9,2.07,4.28,6.55,7.67,1,9,635898.9889,1,1,1,0,0,0,0
6625,1647.78,2.363525748,4,408.61,30.89,9.13,23.73,16.13,94.74,1.23,10.0,7.5,5.28,2,46,683435.7966,1,0,0,0,0,0,0
3935,1747.75,2.076796876,4,651.49,20.41,8.18,8.88,7.77,89.16,1.28,5.14,10.0,8.22,1,6,463228.4463,1,0,0,0,1,0,1
541,1114.92,1.76565011,3,597.83,30.82,8.19,89.57,32.61,93.26,2.39,4.43,1.51,2.84,1,13,209435.4559,0,1,1,0,0,0,0
4804,1363.54,2.981835035,5,229.35,37.92,8.35,55.7,11.04,95.3,2.55,5.28,10.0,8.52,2,16,416041.3085,1,0,0,0,1,0,0
5234,756.23,3.229252834,4,1392.16,27.83,6.35,61.86,12.54,95.09,1.62,5.67,8.93,5.46,1,14,408729.6267,0,0,0,0,0,1,0
520,1008.1,2.48363363,2,764.26,21.14,3.13,86.49,35.36,92.08,2.51,3.68,5.12,6.98,1,5,144078.848,0,1,1,0,0,0,0
4028,688.72,2.261950982,2,1038.51,31.65,7.06,25.35,13.06,92.54,0.55,5.34,5.5,3.81,1,12,167716.6407,1,1,0,1,0,0,1
2678,550.0,4.092086731,3,394.79,37.76,9.79,31.02,23.0,99.67,1.19,4.71,8.49,7.67,1,16,306389.4055,0,0,0,0,0,1,0
5928,1119.83,3.424566147,3,122.95,46.48,7.15,41.72,0.79,89.64,1.09,9.01,1.43,3.5,2,18,549893.9634,1,0,0,0,0,0,0
3818,1899.3,1.67056062,3,447.03,22.73,8.8,8.82,2.19,94.57,1.11,6.2,6.03,7.14,1,19,654222.9907,1,0,0,1,0,0,0
6811,820.88,3.547604471,2,116.81,19.75,7.46,10.35,4.79,97.95,1.7,6.13,7.26,7.41,1,10,278904.5951,1,0,0,0,1,0,1
2728,550.0,1.660231756,4,572.73,38.91,5.5,79.91,29.17,99.9,2.95,1.75,5.59,5.99,1,23,43772.6327,0,1,0,0,0,0,0
882,829.58,1.907398915,4,384.04,23.32,3.08,81.71,18.52,94.06,2.07,3.52,5.86,7.7,1,19,201790.0964,0,1,0,1,0,0,1
5674,585.68,3.743035079,4,1039.26,19.57,8.69,108.79,15.36,97.15,1.18,6.84,3.07,7.49,2,18,463327.7776,1,0,0,0,1,0,0
6067,1561.0,3.585463285,5,643.29,16.36,8.94,83.69,13.48,96.67,1.71,5.81,4.42,7.64,1,12,536409.8922,1,0,0,0,0,0,0
6247,2405.15,2.45081702,3,421.76,8.07,9.41,23.49,1.87,99.9,1.46,5.8,5.15,4.88,1,16,625562.7251,1,0,0,0,0,0,0
5562,1248.45,2.223605355,4,485.22,51.4,8.95,8.95,21.64,93.66,2.08,6.85,7.79,6.85,1,7,517467.6186,1,1,0,1,0,0,0
5037,1307.78,2.598814392,3,755.8,5.95,10.0,1.72,14.04,93.84,1.24,9.4,10.0,9.77,1,12,328655.7388,1,0,0,0,1,0,1
6921,1264.09,1.0,4,383.4,44.75,4.75,13.59,3.44,94.32,1.73,5.55,10.0,10.0,1,7,200389.3077,1,0,0,0,1,0,0
6142,922.13,1.418995161,4,1374.65,7.88,7.16,43.97,9.08,98.01,1.05,6.41,0.65,0.81,1,16,282566.0241,1,0,1,0,0,0,0
1171,550.0,1.670820147,2,302.87,46.87,4.24,42.09,34.3,95.89,1.91,1.59,2.86,4.74,2,44,129320.0743,0,0,0,0,0,1,1
4203,1059.86,1.0,3,702.92,23.53,9.08,95.11,15.28,95.77,1.27,4.99,6.18,2.86,2,22,234023.3346,0,1,0,0,0,0,1
3158,1459.44,1.0,4,807.54,23.28,5.93,23.63,14.21,89.43,1.7,4.8,3.2,5.7,2,46,402405.7518,0,0,0,1,0,0,1
1446,823.34,1.129488991,4,746.56,27.36,6.05,79.91,24.34,91.54,0.81,3.02,4.93,5.88,1,19,291841.2798,0,1,1,0,0,0,0
4476,1659.0,2.468804774,4,329.73,13.69,8.55,58.54,12.87,87.3,2.2,7.14,8.4,7.24,1,11,586801.0909,1,0,0,0,1,0,1
4092,1656.84,2.247618475,3,433.85,58.15,6.93,74.15,14.67,98.81,1.16,6.25,9.37,4.85,1,24,357762.4838,0,0,0,0,0,0,1
2636,550.0,1.55712734,4,424.6,38.5,8.88,15.98,21.79,99.9,1.14,4.72,9.41,5.91,1,11,155812.4042,0,0,0,1,0,0,0
2838,690.85,2.196792687,3,463.16,41.93,8.0,65.32,22.01,95.61,1.86,4.97,5.44,5.39,1,17,51498.06209,0,0,0,0,0,0,0
3422,719.94,2.30882573,2,441.85,20.39,8.06,47.4,38.22,99.9,1.09,6.3,4.34,3.89,1,3,143128.438,0,0,0,0,0,0,0
3192,550.0,2.072036298,3,567.83,47.71,7.01,87.98,14.47,95.14,1.64,6.15,6.16,4.53,1,6,187908.5068,0,0,0,0,0,1,1
1329,738.18,1.136439482,3,515.33,59.06,5.23,77.13,1.68,92.55,1.49,6.59,5.72,6.12,1,14,173964.3149,0,0,0,0,1,0,1
3757,1520.86,1.142978336,3,464.08,3.37,8.76,58.45,13.44,90.59,1.92,4.93,10.0,6.94,1,16,530903.3731,1,1,0,0,1,0,0
